08-06-2023 | R$3200.00 | R$3200.00 | R$3411.00 | R$3411.00 |  R$211.00 | 106.59%
08-06-2023 | R$3200.00 | R$3161600.00 | R$3411.00 | R$3370068.00 |  R$208468.00 | 106.59%
08-06-2023 | R$3200.00 | R$3164800.00 | R$3411.00 | R$3373479.00 |  R$208679.00 | 106.59%
08-06-2023 | R$3200.00 | R$3168000.00 | R$3411.00 | R$3376890.00 |  R$208890.00 | 106.59%
08-06-2023 | R$3200.00 | R$3171200.00 | R$3411.00 | R$3380301.00 |  R$209101.00 | 106.59%
08-06-2023 | R$3200.00 | R$3174400.00 | R$3411.00 | R$3383712.00 |  R$209312.00 | 106.59%
08-06-2023 | R$3200.00 | R$3177600.00 | R$3411.00 | R$3387123.00 |  R$209523.00 | 106.59%
08-06-2023 | R$3200.00 | R$3180800.00 | R$3411.00 | R$3390534.00 |  R$209734.00 | 106.59%
08-06-2023 | R$3200.00 | R$3184000.00 | R$3411.00 | R$3393945.00 |  R$209945.00 | 106.59%
08-06-2023 | R$3200.00 | R$3187200.00 | R$3411.00 | R$3397356.00 |  R$210156.00 | 106.59%
08-06-2023 | R$3200.00 | R$3190400.00 | R$3411.00 | R$3400767.00 |  R$210367.00 | 106.59%
08-06-2023 | R$3200.00 | R$3193600.00 | R$3411.00 | R$3404178.00 |  R$210578.00 | 106.59%
08-06-2023 | R$3200.00 | R$3196800.00 | R$3411.00 | R$3407589.00 |  R$210789.00 | 106.59%
08-06-2023 | R$3200.00 | R$3200000.00 | R$3411.00 | R$3411000.00 |  R$211000.00 | 106.59%
08-06-2023 | R$3200.00 | R$3203200.00 | R$3411.00 | R$3414411.00 |  R$211211.00 | 106.59%
08-06-2023 | R$3200.00 | R$3206400.00 | R$3411.00 | R$3417822.00 |  R$211422.00 | 106.59%
08-06-2023 | R$3200.00 | R$3209600.00 | R$3411.00 | R$3421233.00 |  R$211633.00 | 106.59%
08-06-2023 | R$3200.00 | R$3212800.00 | R$3411.00 | R$3424644.00 |  R$211844.00 | 106.59%
08-06-2023 | R$3200.00 | R$3216000.00 | R$3411.00 | R$3428055.00 |  R$212055.00 | 106.59%
08-06-2023 | R$3200.00 | R$3219200.00 | R$3411.00 | R$3431466.00 |  R$212266.00 | 106.59%
08-06-2023 | R$3200.00 | R$3222400.00 | R$3411.00 | R$3434877.00 |  R$212477.00 | 106.59%
08-06-2023 | R$3200.00 | R$3225600.00 | R$3411.00 | R$3438288.00 |  R$212688.00 | 106.59%
08-06-2023 | R$3200.00 | R$3228800.00 | R$3411.00 | R$3441699.00 |  R$212899.00 | 106.59%
08-06-2023 | R$3200.00 | R$3232000.00 | R$3411.00 | R$3445110.00 |  R$213110.00 | 106.59%
08-06-2023 | R$3200.00 | R$3235200.00 | R$3411.00 | R$3448521.00 |  R$213321.00 | 106.59%
08-06-2023 | R$3200.00 | R$3238400.00 | R$3411.00 | R$3451932.00 |  R$213532.00 | 106.59%
08-06-2023 | R$3200.00 | R$3241600.00 | R$3411.00 | R$3455343.00 |  R$213743.00 | 106.59%
08-06-2023 | R$3200.00 | R$3244800.00 | R$3411.00 | R$3458754.00 |  R$213954.00 | 106.59%
08-06-2023 | R$3200.00 | R$3248000.00 | R$3411.00 | R$3462165.00 |  R$214165.00 | 106.59%
08-06-2023 | R$3200.00 | R$3251200.00 | R$3411.00 | R$3465576.00 |  R$214376.00 | 106.59%
08-06-2023 | R$3200.00 | R$3254400.00 | R$3411.00 | R$3468987.00 |  R$214587.00 | 106.59%
08-06-2023 | R$3200.00 | R$3257600.00 | R$3411.00 | R$3472398.00 |  R$214798.00 | 106.59%
08-06-2023 | R$3200.00 | R$3260800.00 | R$3411.00 | R$3475809.00 |  R$215009.00 | 106.59%
08-06-2023 | R$3200.00 | R$3264000.00 | R$3411.00 | R$3479220.00 |  R$215220.00 | 106.59%
08-06-2023 | R$3200.00 | R$3267200.00 | R$3411.00 | R$3482631.00 |  R$215431.00 | 106.59%
08-06-2023 | R$3200.00 | R$3270400.00 | R$3411.00 | R$3486042.00 |  R$215642.00 | 106.59%
08-06-2023 | R$3200.00 | R$3273600.00 | R$3411.00 | R$3489453.00 |  R$215853.00 | 106.59%
08-06-2023 | R$3200.00 | R$3276800.00 | R$3411.00 | R$3492864.00 |  R$216064.00 | 106.59%
08-06-2023 | R$3200.00 | R$3280000.00 | R$3411.00 | R$3496275.00 |  R$216275.00 | 106.59%
08-06-2023 | R$3200.00 | R$3283200.00 | R$3411.00 | R$3499686.00 |  R$216486.00 | 106.59%
08-06-2023 | R$3200.00 | R$3286400.00 | R$3411.00 | R$3503097.00 |  R$216697.00 | 106.59%
08-06-2023 | R$3200.00 | R$3289600.00 | R$3411.00 | R$3506508.00 |  R$216908.00 | 106.59%
08-06-2023 | R$3200.00 | R$3292800.00 | R$3411.00 | R$3509919.00 |  R$217119.00 | 106.59%
08-06-2023 | R$3200.00 | R$3296000.00 | R$3411.00 | R$3513330.00 |  R$217330.00 | 106.59%
08-06-2023 | R$3200.00 | R$3299200.00 | R$3411.00 | R$3516741.00 |  R$217541.00 | 106.59%
08-06-2023 | R$3200.00 | R$3302400.00 | R$3411.00 | R$3520152.00 |  R$217752.00 | 106.59%
08-06-2023 | R$3200.00 | R$3305600.00 | R$3411.00 | R$3523563.00 |  R$217963.00 | 106.59%
08-06-2023 | R$3200.00 | R$3308800.00 | R$3411.00 | R$3526974.00 |  R$218174.00 | 106.59%
08-06-2023 | R$3200.00 | R$3312000.00 | R$3411.00 | R$3530385.00 |  R$218385.00 | 106.59%
08-06-2023 | R$3200.00 | R$3315200.00 | R$3411.00 | R$3533796.00 |  R$218596.00 | 106.59%
08-06-2023 | R$3200.00 | R$3318400.00 | R$3411.00 | R$3537207.00 |  R$218807.00 | 106.59%
08-06-2023 | R$3200.00 | R$3321600.00 | R$3411.00 | R$3540618.00 |  R$219018.00 | 106.59%
08-06-2023 | R$3200.00 | R$3324800.00 | R$3411.00 | R$3544029.00 |  R$219229.00 | 106.59%
08-06-2023 | R$3200.00 | R$3328000.00 | R$3411.00 | R$3547440.00 |  R$219440.00 | 106.59%
08-06-2023 | R$3200.00 | R$3331200.00 | R$3411.00 | R$3550851.00 |  R$219651.00 | 106.59%
08-06-2023 | R$3200.00 | R$3334400.00 | R$3411.00 | R$3554262.00 |  R$219862.00 | 106.59%
08-06-2023 | R$3200.00 | R$3337600.00 | R$3411.00 | R$3557673.00 |  R$220073.00 | 106.59%
08-06-2023 | R$3200.00 | R$3340800.00 | R$3411.00 | R$3561084.00 |  R$220284.00 | 106.59%
08-06-2023 | R$3200.00 | R$3344000.00 | R$3411.00 | R$3564495.00 |  R$220495.00 | 106.59%
08-06-2023 | R$3200.00 | R$3347200.00 | R$3411.00 | R$3567906.00 |  R$220706.00 | 106.59%
08-06-2023 | R$3200.00 | R$3350400.00 | R$3411.00 | R$3571317.00 |  R$220917.00 | 106.59%
08-06-2023 | R$3200.00 | R$3353600.00 | R$3411.00 | R$3574728.00 |  R$221128.00 | 106.59%
08-06-2023 | R$3200.00 | R$3356800.00 | R$3411.00 | R$3578139.00 |  R$221339.00 | 106.59%
08-06-2023 | R$3200.00 | R$3360000.00 | R$3411.00 | R$3581550.00 |  R$221550.00 | 106.59%
08-06-2023 | R$3200.00 | R$3363200.00 | R$3411.00 | R$3584961.00 |  R$221761.00 | 106.59%
08-06-2023 | R$3200.00 | R$3366400.00 | R$3411.00 | R$3588372.00 |  R$221972.00 | 106.59%
08-06-2023 | R$3200.00 | R$3369600.00 | R$3411.00 | R$3591783.00 |  R$222183.00 | 106.59%
08-06-2023 | R$3200.00 | R$3372800.00 | R$3411.00 | R$3595194.00 |  R$222394.00 | 106.59%
08-06-2023 | R$3200.00 | R$3376000.00 | R$3411.00 | R$3598605.00 |  R$222605.00 | 106.59%
08-06-2023 | R$3200.00 | R$3379200.00 | R$3411.00 | R$3602016.00 |  R$222816.00 | 106.59%
08-06-2023 | R$3200.00 | R$3382400.00 | R$3411.00 | R$3605427.00 |  R$223027.00 | 106.59%
08-06-2023 | R$3200.00 | R$3385600.00 | R$3411.00 | R$3608838.00 |  R$223238.00 | 106.59%
08-06-2023 | R$3200.00 | R$3388800.00 | R$3411.00 | R$3612249.00 |  R$223449.00 | 106.59%
08-06-2023 | R$3200.00 | R$3392000.00 | R$3411.00 | R$3615660.00 |  R$223660.00 | 106.59%
08-06-2023 | R$3200.00 | R$3395200.00 | R$3411.00 | R$3619071.00 |  R$223871.00 | 106.59%
08-06-2023 | R$3200.00 | R$3398400.00 | R$3411.00 | R$3622482.00 |  R$224082.00 | 106.59%
08-06-2023 | R$3200.00 | R$3401600.00 | R$3411.00 | R$3625893.00 |  R$224293.00 | 106.59%
08-06-2023 | R$3200.00 | R$3404800.00 | R$3411.00 | R$3629304.00 |  R$224504.00 | 106.59%
08-06-2023 | R$3200.00 | R$3408000.00 | R$3411.00 | R$3632715.00 |  R$224715.00 | 106.59%
08-06-2023 | R$3200.00 | R$3411200.00 | R$3411.00 | R$3636126.00 |  R$224926.00 | 106.59%
08-06-2023 | R$3200.00 | R$3414400.00 | R$3411.00 | R$3639537.00 |  R$225137.00 | 106.59%
08-06-2023 | R$3200.00 | R$3417600.00 | R$3411.00 | R$3642948.00 |  R$225348.00 | 106.59%
08-06-2023 | R$3200.00 | R$3420800.00 | R$3411.00 | R$3646359.00 |  R$225559.00 | 106.59%
08-06-2023 | R$3200.00 | R$3424000.00 | R$3411.00 | R$3649770.00 |  R$225770.00 | 106.59%
08-06-2023 | R$3200.00 | R$3427200.00 | R$3411.00 | R$3653181.00 |  R$225981.00 | 106.59%
08-06-2023 | R$3200.00 | R$3430400.00 | R$3411.00 | R$3656592.00 |  R$226192.00 | 106.59%
08-06-2023 | R$3200.00 | R$3433600.00 | R$3411.00 | R$3660003.00 |  R$226403.00 | 106.59%
08-06-2023 | R$3200.00 | R$3436800.00 | R$3411.00 | R$3663414.00 |  R$226614.00 | 106.59%
08-06-2023 | R$3200.00 | R$3440000.00 | R$3411.00 | R$3666825.00 |  R$226825.00 | 106.59%
08-06-2023 | R$3200.00 | R$3443200.00 | R$3411.00 | R$3670236.00 |  R$227036.00 | 106.59%
08-06-2023 | R$3200.00 | R$3446400.00 | R$3411.00 | R$3673647.00 |  R$227247.00 | 106.59%
08-06-2023 | R$3200.00 | R$3449600.00 | R$3411.00 | R$3677058.00 |  R$227458.00 | 106.59%
08-06-2023 | R$3200.00 | R$3452800.00 | R$3411.00 | R$3680469.00 |  R$227669.00 | 106.59%
08-06-2023 | R$3200.00 | R$3456000.00 | R$3411.00 | R$3683880.00 |  R$227880.00 | 106.59%
08-06-2023 | R$3200.00 | R$3459200.00 | R$3411.00 | R$3687291.00 |  R$228091.00 | 106.59%
08-06-2023 | R$3200.00 | R$3462400.00 | R$3411.00 | R$3690702.00 |  R$228302.00 | 106.59%
08-06-2023 | R$3200.00 | R$3465600.00 | R$3411.00 | R$3694113.00 |  R$228513.00 | 106.59%
08-06-2023 | R$3200.00 | R$3468800.00 | R$3411.00 | R$3697524.00 |  R$228724.00 | 106.59%
08-06-2023 | R$3200.00 | R$3472000.00 | R$3411.00 | R$3700935.00 |  R$228935.00 | 106.59%
08-06-2023 | R$3200.00 | R$3475200.00 | R$3411.00 | R$3704346.00 |  R$229146.00 | 106.59%
08-06-2023 | R$3200.00 | R$3478400.00 | R$3411.00 | R$3707757.00 |  R$229357.00 | 106.59%
08-06-2023 | R$3200.00 | R$3481600.00 | R$3411.00 | R$3711168.00 |  R$229568.00 | 106.59%
08-06-2023 | R$3200.00 | R$3484800.00 | R$3411.00 | R$3714579.00 |  R$229779.00 | 106.59%
08-06-2023 | R$3200.00 | R$3488000.00 | R$3411.00 | R$3717990.00 |  R$229990.00 | 106.59%
08-06-2023 | R$3200.00 | R$3491200.00 | R$3411.00 | R$3721401.00 |  R$230201.00 | 106.59%
08-06-2023 | R$3200.00 | R$3494400.00 | R$3411.00 | R$3724812.00 |  R$230412.00 | 106.59%
08-06-2023 | R$3200.00 | R$3497600.00 | R$3411.00 | R$3728223.00 |  R$230623.00 | 106.59%
08-06-2023 | R$3200.00 | R$3500800.00 | R$3411.00 | R$3731634.00 |  R$230834.00 | 106.59%
08-06-2023 | R$3200.00 | R$3504000.00 | R$3411.00 | R$3735045.00 |  R$231045.00 | 106.59%
08-06-2023 | R$3200.00 | R$3507200.00 | R$3411.00 | R$3738456.00 |  R$231256.00 | 106.59%
08-06-2023 | R$3200.00 | R$3510400.00 | R$3411.00 | R$3741867.00 |  R$231467.00 | 106.59%
08-06-2023 | R$3200.00 | R$3513600.00 | R$3411.00 | R$3745278.00 |  R$231678.00 | 106.59%
08-06-2023 | R$3200.00 | R$3516800.00 | R$3411.00 | R$3748689.00 |  R$231889.00 | 106.59%
08-06-2023 | R$3200.00 | R$3520000.00 | R$3411.00 | R$3752100.00 |  R$232100.00 | 106.59%
08-06-2023 | R$3200.00 | R$3523200.00 | R$3411.00 | R$3755511.00 |  R$232311.00 | 106.59%
08-06-2023 | R$3200.00 | R$3526400.00 | R$3411.00 | R$3758922.00 |  R$232522.00 | 106.59%
08-06-2023 | R$3200.00 | R$3529600.00 | R$3411.00 | R$3762333.00 |  R$232733.00 | 106.59%
08-06-2023 | R$3200.00 | R$3532800.00 | R$3411.00 | R$3765744.00 |  R$232944.00 | 106.59%
08-06-2023 | R$3200.00 | R$3536000.00 | R$3411.00 | R$3769155.00 |  R$233155.00 | 106.59%
08-06-2023 | R$3200.00 | R$3539200.00 | R$3411.00 | R$3772566.00 |  R$233366.00 | 106.59%
08-06-2023 | R$3200.00 | R$3542400.00 | R$3411.00 | R$3775977.00 |  R$233577.00 | 106.59%
08-06-2023 | R$3200.00 | R$3545600.00 | R$3411.00 | R$3779388.00 |  R$233788.00 | 106.59%
08-06-2023 | R$3200.00 | R$3548800.00 | R$3411.00 | R$3782799.00 |  R$233999.00 | 106.59%
08-06-2023 | R$3200.00 | R$3552000.00 | R$3411.00 | R$3786210.00 |  R$234210.00 | 106.59%
08-06-2023 | R$3200.00 | R$3555200.00 | R$3411.00 | R$3789621.00 |  R$234421.00 | 106.59%
08-06-2023 | R$3200.00 | R$3558400.00 | R$3411.00 | R$3793032.00 |  R$234632.00 | 106.59%
08-06-2023 | R$3200.00 | R$3561600.00 | R$3411.00 | R$3796443.00 |  R$234843.00 | 106.59%
08-06-2023 | R$3200.00 | R$3564800.00 | R$3411.00 | R$3799854.00 |  R$235054.00 | 106.59%
08-06-2023 | R$3200.00 | R$3568000.00 | R$3411.00 | R$3803265.00 |  R$235265.00 | 106.59%
08-06-2023 | R$3200.00 | R$3571200.00 | R$3411.00 | R$3806676.00 |  R$235476.00 | 106.59%
08-06-2023 | R$3200.00 | R$3574400.00 | R$3411.00 | R$3810087.00 |  R$235687.00 | 106.59%
08-06-2023 | R$3200.00 | R$3577600.00 | R$3411.00 | R$3813498.00 |  R$235898.00 | 106.59%
08-06-2023 | R$3200.00 | R$3580800.00 | R$3411.00 | R$3816909.00 |  R$236109.00 | 106.59%
08-06-2023 | R$3200.00 | R$3584000.00 | R$3411.00 | R$3820320.00 |  R$236320.00 | 106.59%
08-06-2023 | R$3200.00 | R$3587200.00 | R$3411.00 | R$3823731.00 |  R$236531.00 | 106.59%
08-06-2023 | R$3200.00 | R$3590400.00 | R$3411.00 | R$3827142.00 |  R$236742.00 | 106.59%
08-06-2023 | R$3200.00 | R$3593600.00 | R$3411.00 | R$3830553.00 |  R$236953.00 | 106.59%
08-06-2023 | R$3200.00 | R$3596800.00 | R$3411.00 | R$3833964.00 |  R$237164.00 | 106.59%
08-06-2023 | R$3200.00 | R$3600000.00 | R$3411.00 | R$3837375.00 |  R$237375.00 | 106.59%
08-06-2023 | R$3200.00 | R$3603200.00 | R$3411.00 | R$3840786.00 |  R$237586.00 | 106.59%
08-06-2023 | R$3200.00 | R$3606400.00 | R$3411.00 | R$3844197.00 |  R$237797.00 | 106.59%
08-06-2023 | R$3200.00 | R$3609600.00 | R$3411.00 | R$3847608.00 |  R$238008.00 | 106.59%
08-06-2023 | R$3200.00 | R$3612800.00 | R$3411.00 | R$3851019.00 |  R$238219.00 | 106.59%
08-06-2023 | R$3200.00 | R$3616000.00 | R$3411.00 | R$3854430.00 |  R$238430.00 | 106.59%
08-06-2023 | R$3200.00 | R$3619200.00 | R$3411.00 | R$3857841.00 |  R$238641.00 | 106.59%
08-06-2023 | R$3200.00 | R$3622400.00 | R$3411.00 | R$3861252.00 |  R$238852.00 | 106.59%
08-06-2023 | R$3200.00 | R$3625600.00 | R$3411.00 | R$3864663.00 |  R$239063.00 | 106.59%
08-06-2023 | R$3200.00 | R$3628800.00 | R$3411.00 | R$3868074.00 |  R$239274.00 | 106.59%
08-06-2023 | R$3200.00 | R$3632000.00 | R$3411.00 | R$3871485.00 |  R$239485.00 | 106.59%
08-06-2023 | R$3200.00 | R$3635200.00 | R$3411.00 | R$3874896.00 |  R$239696.00 | 106.59%
08-06-2023 | R$3200.00 | R$3638400.00 | R$3411.00 | R$3878307.00 |  R$239907.00 | 106.59%
08-06-2023 | R$3200.00 | R$3641600.00 | R$3411.00 | R$3881718.00 |  R$240118.00 | 106.59%
08-06-2023 | R$3200.00 | R$3644800.00 | R$3411.00 | R$3885129.00 |  R$240329.00 | 106.59%
08-06-2023 | R$3200.00 | R$3648000.00 | R$3411.00 | R$3888540.00 |  R$240540.00 | 106.59%
08-06-2023 | R$3200.00 | R$3651200.00 | R$3411.00 | R$3891951.00 |  R$240751.00 | 106.59%
08-06-2023 | R$3200.00 | R$3654400.00 | R$3411.00 | R$3895362.00 |  R$240962.00 | 106.59%
08-06-2023 | R$3200.00 | R$3657600.00 | R$3411.00 | R$3898773.00 |  R$241173.00 | 106.59%
08-06-2023 | R$3200.00 | R$3660800.00 | R$3411.00 | R$3902184.00 |  R$241384.00 | 106.59%
08-06-2023 | R$3200.00 | R$3664000.00 | R$3411.00 | R$3905595.00 |  R$241595.00 | 106.59%
08-06-2023 | R$3200.00 | R$3667200.00 | R$3411.00 | R$3909006.00 |  R$241806.00 | 106.59%
08-06-2023 | R$3200.00 | R$3670400.00 | R$3411.00 | R$3912417.00 |  R$242017.00 | 106.59%
08-06-2023 | R$3200.00 | R$3673600.00 | R$3411.00 | R$3915828.00 |  R$242228.00 | 106.59%
08-06-2023 | R$3200.00 | R$3676800.00 | R$3411.00 | R$3919239.00 |  R$242439.00 | 106.59%
08-06-2023 | R$3200.00 | R$3680000.00 | R$3411.00 | R$3922650.00 |  R$242650.00 | 106.59%
08-06-2023 | R$3200.00 | R$3683200.00 | R$3411.00 | R$3926061.00 |  R$242861.00 | 106.59%
08-06-2023 | R$3200.00 | R$3686400.00 | R$3411.00 | R$3929472.00 |  R$243072.00 | 106.59%
08-06-2023 | R$3200.00 | R$3689600.00 | R$3411.00 | R$3932883.00 |  R$243283.00 | 106.59%
08-06-2023 | R$3200.00 | R$3692800.00 | R$3411.00 | R$3936294.00 |  R$243494.00 | 106.59%
08-06-2023 | R$3200.00 | R$3696000.00 | R$3411.00 | R$3939705.00 |  R$243705.00 | 106.59%
08-06-2023 | R$3200.00 | R$3699200.00 | R$3411.00 | R$3943116.00 |  R$243916.00 | 106.59%
08-06-2023 | R$3200.00 | R$3702400.00 | R$3411.00 | R$3946527.00 |  R$244127.00 | 106.59%
08-06-2023 | R$3200.00 | R$3705600.00 | R$3411.00 | R$3949938.00 |  R$244338.00 | 106.59%
08-06-2023 | R$3200.00 | R$3708800.00 | R$3411.00 | R$3953349.00 |  R$244549.00 | 106.59%
08-06-2023 | R$3200.00 | R$3712000.00 | R$3411.00 | R$3956760.00 |  R$244760.00 | 106.59%
08-06-2023 | R$3200.00 | R$3715200.00 | R$3411.00 | R$3960171.00 |  R$244971.00 | 106.59%
08-06-2023 | R$3200.00 | R$3718400.00 | R$3411.00 | R$3963582.00 |  R$245182.00 | 106.59%
08-06-2023 | R$3200.00 | R$3721600.00 | R$3411.00 | R$3966993.00 |  R$245393.00 | 106.59%
08-06-2023 | R$3200.00 | R$3724800.00 | R$3411.00 | R$3970404.00 |  R$245604.00 | 106.59%
08-06-2023 | R$3200.00 | R$3728000.00 | R$3411.00 | R$3973815.00 |  R$245815.00 | 106.59%
08-06-2023 | R$3200.00 | R$3731200.00 | R$3411.00 | R$3977226.00 |  R$246026.00 | 106.59%
08-06-2023 | R$3200.00 | R$3734400.00 | R$3411.00 | R$3980637.00 |  R$246237.00 | 106.59%
08-06-2023 | R$3200.00 | R$3737600.00 | R$3411.00 | R$3984048.00 |  R$246448.00 | 106.59%
08-06-2023 | R$3200.00 | R$3740800.00 | R$3411.00 | R$3987459.00 |  R$246659.00 | 106.59%
08-06-2023 | R$3200.00 | R$3744000.00 | R$3411.00 | R$3990870.00 |  R$246870.00 | 106.59%
08-06-2023 | R$3200.00 | R$3747200.00 | R$3411.00 | R$3994281.00 |  R$247081.00 | 106.59%
08-06-2023 | R$3200.00 | R$3750400.00 | R$3411.00 | R$3997692.00 |  R$247292.00 | 106.59%
08-06-2023 | R$3200.00 | R$3753600.00 | R$3411.00 | R$4001103.00 |  R$247503.00 | 106.59%
08-06-2023 | R$3200.00 | R$3756800.00 | R$3411.00 | R$4004514.00 |  R$247714.00 | 106.59%
08-06-2023 | R$3200.00 | R$3760000.00 | R$3411.00 | R$4007925.00 |  R$247925.00 | 106.59%
08-06-2023 | R$3200.00 | R$3763200.00 | R$3411.00 | R$4011336.00 |  R$248136.00 | 106.59%
08-06-2023 | R$3200.00 | R$3766400.00 | R$3411.00 | R$4014747.00 |  R$248347.00 | 106.59%
08-06-2023 | R$3200.00 | R$3769600.00 | R$3411.00 | R$4018158.00 |  R$248558.00 | 106.59%
08-06-2023 | R$3200.00 | R$3772800.00 | R$3411.00 | R$4021569.00 |  R$248769.00 | 106.59%
08-06-2023 | R$3200.00 | R$3776000.00 | R$3411.00 | R$4024980.00 |  R$248980.00 | 106.59%
08-06-2023 | R$3200.00 | R$3779200.00 | R$3411.00 | R$4028391.00 |  R$249191.00 | 106.59%
08-06-2023 | R$3200.00 | R$3782400.00 | R$3411.00 | R$4031802.00 |  R$249402.00 | 106.59%
08-06-2023 | R$3200.00 | R$3785600.00 | R$3411.00 | R$4035213.00 |  R$249613.00 | 106.59%
08-06-2023 | R$3200.00 | R$3788800.00 | R$3411.00 | R$4038624.00 |  R$249824.00 | 106.59%
08-06-2023 | R$3200.00 | R$3792000.00 | R$3411.00 | R$4042035.00 |  R$250035.00 | 106.59%
08-06-2023 | R$3200.00 | R$3795200.00 | R$3411.00 | R$4045446.00 |  R$250246.00 | 106.59%
08-06-2023 | R$3200.00 | R$3798400.00 | R$3411.00 | R$4048857.00 |  R$250457.00 | 106.59%
08-06-2023 | R$3200.00 | R$3801600.00 | R$3411.00 | R$4052268.00 |  R$250668.00 | 106.59%
08-06-2023 | R$3200.00 | R$3804800.00 | R$3411.00 | R$4055679.00 |  R$250879.00 | 106.59%
08-06-2023 | R$3200.00 | R$3808000.00 | R$3411.00 | R$4059090.00 |  R$251090.00 | 106.59%
08-06-2023 | R$3200.00 | R$3811200.00 | R$3411.00 | R$4062501.00 |  R$251301.00 | 106.59%
08-06-2023 | R$3200.00 | R$3814400.00 | R$3411.00 | R$4065912.00 |  R$251512.00 | 106.59%
08-06-2023 | R$3200.00 | R$3817600.00 | R$3411.00 | R$4069323.00 |  R$251723.00 | 106.59%
08-06-2023 | R$3200.00 | R$3820800.00 | R$3411.00 | R$4072734.00 |  R$251934.00 | 106.59%
08-06-2023 | R$3200.00 | R$3824000.00 | R$3411.00 | R$4076145.00 |  R$252145.00 | 106.59%
08-06-2023 | R$3200.00 | R$3827200.00 | R$3411.00 | R$4079556.00 |  R$252356.00 | 106.59%
08-06-2023 | R$3200.00 | R$3830400.00 | R$3411.00 | R$4082967.00 |  R$252567.00 | 106.59%
08-06-2023 | R$3200.00 | R$3833600.00 | R$3411.00 | R$4086378.00 |  R$252778.00 | 106.59%
08-06-2023 | R$3200.00 | R$3836800.00 | R$3411.00 | R$4089789.00 |  R$252989.00 | 106.59%
08-06-2023 | R$3200.00 | R$3840000.00 | R$3411.00 | R$4093200.00 |  R$253200.00 | 106.59%
08-06-2023 | R$3200.00 | R$3843200.00 | R$3411.00 | R$4096611.00 |  R$253411.00 | 106.59%
08-06-2023 | R$3200.00 | R$3846400.00 | R$3411.00 | R$4100022.00 |  R$253622.00 | 106.59%
08-06-2023 | R$3200.00 | R$3849600.00 | R$3411.00 | R$4103433.00 |  R$253833.00 | 106.59%
08-06-2023 | R$3200.00 | R$3852800.00 | R$3411.00 | R$4106844.00 |  R$254044.00 | 106.59%
08-06-2023 | R$3200.00 | R$3856000.00 | R$3411.00 | R$4110255.00 |  R$254255.00 | 106.59%
08-06-2023 | R$3200.00 | R$3859200.00 | R$3411.00 | R$4113666.00 |  R$254466.00 | 106.59%
08-06-2023 | R$3200.00 | R$3862400.00 | R$3411.00 | R$4117077.00 |  R$254677.00 | 106.59%
08-06-2023 | R$3200.00 | R$3865600.00 | R$3411.00 | R$4120488.00 |  R$254888.00 | 106.59%
08-06-2023 | R$3200.00 | R$3868800.00 | R$3411.00 | R$4123899.00 |  R$255099.00 | 106.59%
08-06-2023 | R$3200.00 | R$3872000.00 | R$3411.00 | R$4127310.00 |  R$255310.00 | 106.59%
08-06-2023 | R$3200.00 | R$3875200.00 | R$3411.00 | R$4130721.00 |  R$255521.00 | 106.59%
08-06-2023 | R$3200.00 | R$3878400.00 | R$3411.00 | R$4134132.00 |  R$255732.00 | 106.59%
08-06-2023 | R$3200.00 | R$3881600.00 | R$3411.00 | R$4137543.00 |  R$255943.00 | 106.59%
08-06-2023 | R$3200.00 | R$3884800.00 | R$3411.00 | R$4140954.00 |  R$256154.00 | 106.59%
08-06-2023 | R$3200.00 | R$3888000.00 | R$3411.00 | R$4144365.00 |  R$256365.00 | 106.59%
08-06-2023 | R$3200.00 | R$3891200.00 | R$3411.00 | R$4147776.00 |  R$256576.00 | 106.59%
08-06-2023 | R$3200.00 | R$3894400.00 | R$3411.00 | R$4151187.00 |  R$256787.00 | 106.59%
08-06-2023 | R$3200.00 | R$3897600.00 | R$3411.00 | R$4154598.00 |  R$256998.00 | 106.59%
08-06-2023 | R$3200.00 | R$3900800.00 | R$3411.00 | R$4158009.00 |  R$257209.00 | 106.59%
08-06-2023 | R$3200.00 | R$3904000.00 | R$3411.00 | R$4161420.00 |  R$257420.00 | 106.59%
08-06-2023 | R$3200.00 | R$3907200.00 | R$3411.00 | R$4164831.00 |  R$257631.00 | 106.59%
08-06-2023 | R$3200.00 | R$3910400.00 | R$3411.00 | R$4168242.00 |  R$257842.00 | 106.59%
08-06-2023 | R$3200.00 | R$3913600.00 | R$3411.00 | R$4171653.00 |  R$258053.00 | 106.59%
08-06-2023 | R$3200.00 | R$3916800.00 | R$3411.00 | R$4175064.00 |  R$258264.00 | 106.59%
08-06-2023 | R$3200.00 | R$3920000.00 | R$3411.00 | R$4178475.00 |  R$258475.00 | 106.59%
08-06-2023 | R$3200.00 | R$3923200.00 | R$3411.00 | R$4181886.00 |  R$258686.00 | 106.59%
08-06-2023 | R$3200.00 | R$3926400.00 | R$3411.00 | R$4185297.00 |  R$258897.00 | 106.59%
08-06-2023 | R$3200.00 | R$3929600.00 | R$3411.00 | R$4188708.00 |  R$259108.00 | 106.59%
08-06-2023 | R$3200.00 | R$3932800.00 | R$3411.00 | R$4192119.00 |  R$259319.00 | 106.59%
08-06-2023 | R$3200.00 | R$3936000.00 | R$3411.00 | R$4195530.00 |  R$259530.00 | 106.59%
08-06-2023 | R$3200.00 | R$3939200.00 | R$3411.00 | R$4198941.00 |  R$259741.00 | 106.59%
